area,statistic,age_category,quantity,State
Makin,Total participants,25-29 years,5926.0,South Australia
Makin,Eligible participants,25-29 years,8283.0,South Australia
Makin,Participation rate (%),25-29 years,71.5,South Australia
Makin,Total participants,30-34 years,6253.0,South Australia
Makin,Eligible participants,30-34 years,8907.0,South Australia
Makin,Participation rate (%),30-34 years,70.2,South Australia
Makin,Total participants,35-39 years,6382.0,South Australia
Makin,Eligible participants,35-39 years,8821.0,South Australia
Makin,Participation rate (%),35-39 years,72.4,South Australia
Makin,Total participants,40-44 years,6533.0,South Australia
Makin,Eligible participants,40-44 years,8820.0,South Australia
Makin,Participation rate (%),40-44 years,74.1,South Australia
Makin,Total participants,45-49 years,7248.0,South Australia
Makin,Eligible participants,45-49 years,9424.0,South Australia
Makin,Participation rate (%),45-49 years,76.9,South Australia
Makin,Total participants,50-54 years,7278.0,South Australia
Makin,Eligible participants,50-54 years,9008.0,South Australia
Makin,Participation rate (%),50-54 years,80.8,South Australia
Makin,Total participants,55-59 years,7365.0,South Australia
Makin,Eligible participants,55-59 years,8803.0,South Australia
Makin,Participation rate (%),55-59 years,83.7,South Australia
Makin,Total participants,60-64 years,7071.0,South Australia
Makin,Eligible participants,60-64 years,8087.0,South Australia
Makin,Participation rate (%),60-64 years,87.4,South Australia
Makin,Total participants,65-69 years,7081.0,South Australia
Makin,Eligible participants,65-69 years,7875.0,South Australia
Makin,Participation rate (%),65-69 years,89.9,South Australia
Makin,Total participants,70-74 years,6069.0,South Australia
Makin,Eligible participants,70-74 years,6668.0,South Australia
Makin,Participation rate (%),70-74 years,91.0,South Australia
Makin,Total participants,75-79 years,4117.0,South Australia
Makin,Eligible participants,75-79 years,4589.0,South Australia
Makin,Participation rate (%),75-79 years,89.7,South Australia
Makin,Total participants,80-84 years,2652.0,South Australia
Makin,Eligible participants,80-84 years,2982.0,South Australia
Makin,Participation rate (%),80-84 years,88.9,South Australia
Makin,Total participants,85 years and over,2204.0,South Australia
Makin,Eligible participants,85 years and over,2736.0,South Australia
Makin,Participation rate (%),85 years and over,80.6,South Australia
Makin,Total participants,Age or gender ndf,1082.0,South Australia
Makin,Eligible participants,Age or gender ndf,1322.0,South Australia
Makin,Participation rate (%),Age or gender ndf,81.8,South Australia
Makin,Total participants,Total Persons,85532.0,South Australia
Makin,Eligible participants,Total Persons,107523.0,South Australia
Makin,Participation rate (%),Total Persons,79.5,South Australia
Mayo,Total participants,18-19 years,1995.0,South Australia
Mayo,Eligible participants,18-19 years,2395.0,South Australia
Mayo,Participation rate (%),18-19 years,83.3,South Australia
Mayo,Total participants,20-24 years,4889.0,South Australia
Mayo,Eligible participants,20-24 years,6343.0,South Australia
Mayo,Participation rate (%),20-24 years,77.1,South Australia
Mayo,Total participants,25-29 years,4247.0,South Australia
Mayo,Eligible participants,25-29 years,5587.0,South Australia
Mayo,Participation rate (%),25-29 years,76.0,South Australia
Mayo,Total participants,30-34 years,4529.0,South Australia
Mayo,Eligible participants,30-34 years,5912.0,South Australia
Mayo,Participation rate (%),30-34 years,76.6,South Australia
Mayo,Total participants,35-39 years,5063.0,South Australia
Mayo,Eligible participants,35-39 years,6569.0,South Australia
Mayo,Participation rate (%),35-39 years,77.1,South Australia
Mayo,Total participants,40-44 years,6086.0,South Australia
Mayo,Eligible participants,40-44 years,7823.0,South Australia
Mayo,Participation rate (%),40-44 years,77.8,South Australia
Mayo,Total participants,45-49 years,7553.0,South Australia
Mayo,Eligible participants,45-49 years,9432.0,South Australia
Mayo,Participation rate (%),45-49 years,80.1,South Australia
Mayo,Total participants,50-54 years,7466.0,South Australia
Mayo,Eligible participants,50-54 years,9102.0,South Australia
Mayo,Participation rate (%),50-54 years,82.0,South Australia
Mayo,Total participants,55-59 years,8728.0,South Australia
Mayo,Eligible participants,55-59 years,10184.0,South Australia
Mayo,Participation rate (%),55-59 years,85.7,South Australia
Mayo,Total participants,60-64 years,9030.0,South Australia
Mayo,Eligible participants,60-64 years,10187.0,South Australia
Mayo,Participation rate (%),60-64 years,88.6,South Australia
Mayo,Total participants,65-69 years,9493.0,South Australia
Mayo,Eligible participants,65-69 years,10427.0,South Australia
Mayo,Participation rate (%),65-69 years,91.0,South Australia
Mayo,Total participants,70-74 years,8016.0,South Australia
Mayo,Eligible participants,70-74 years,8737.0,South Australia
Mayo,Participation rate (%),70-74 years,91.7,South Australia
Mayo,Total participants,75-79 years,4981.0,South Australia
Mayo,Eligible participants,75-79 years,5457.0,South Australia
Mayo,Participation rate (%),75-79 years,91.3,South Australia
Mayo,Total participants,80-84 years,3110.0,South Australia
Mayo,Eligible participants,80-84 years,3495.0,South Australia
Mayo,Participation rate (%),80-84 years,89.0,South Australia
Mayo,Total participants,85 years and over,2751.0,South Australia
Mayo,Eligible participants,85 years and over,3380.0,South Australia
Mayo,Participation rate (%),85 years and over,81.4,South Australia
Mayo,Total participants,Age or gender ndf,932.0,South Australia
Mayo,Eligible participants,Age or gender ndf,1078.0,South Australia
Mayo,Participation rate (%),Age or gender ndf,86.5,South Australia
Mayo,Total participants,Total Persons,88869.0,South Australia
Mayo,Eligible participants,Total Persons,106108.0,South Australia
Mayo,Participation rate (%),Total Persons,83.8,South Australia
Port Adelaide,Total participants,18-19 years,2140.0,South Australia
Port Adelaide,Eligible participants,18-19 years,2822.0,South Australia
Port Adelaide,Participation rate (%),18-19 years,75.8,South Australia
Port Adelaide,Total participants,20-24 years,6663.0,South Australia
Port Adelaide,Eligible participants,20-24 years,9578.0,South Australia
Port Adelaide,Participation rate (%),20-24 years,69.6,South Australia
Port Adelaide,Total participants,25-29 years,6846.0,South Australia
Port Adelaide,Eligible participants,25-29 years,9849.0,South Australia
Port Adelaide,Participation rate (%),25-29 years,69.5,South Australia
Port Adelaide,Total participants,30-34 years,7164.0,South Australia
Port Adelaide,Eligible participants,30-34 years,10414.0,South Australia
Port Adelaide,Participation rate (%),30-34 years,68.8,South Australia
Port Adelaide,Total participants,35-39 years,6730.0,South Australia
Port Adelaide,Eligible participants,35-39 years,9633.0,South Australia
Port Adelaide,Participation rate (%),35-39 years,69.9,South Australia
Port Adelaide,Total participants,40-44 years,6629.0,South Australia
Port Adelaide,Eligible participants,40-44 years,9232.0,South Australia
Port Adelaide,Participation rate (%),40-44 years,71.8,South Australia
Port Adelaide,Total participants,45-49 years,7773.0,South Australia
Port Adelaide,Eligible participants,45-49 years,10367.0,South Australia
Port Adelaide,Participation rate (%),45-49 years,75.0,South Australia
Port Adelaide,Total participants,50-54 years,8033.0,South Australia
Port Adelaide,Eligible participants,50-54 years,10264.0,South Australia
Port Adelaide,Participation rate (%),50-54 years,78.3,South Australia
Port Adelaide,Total participants,55-59 years,8308.0,South Australia
Port Adelaide,Eligible participants,55-59 years,10312.0,South Australia
Port Adelaide,Participation rate (%),55-59 years,80.6,South Australia
Port Adelaide,Total participants,60-64 years,7355.0,South Australia
Port Adelaide,Eligible participants,60-64 years,8752.0,South Australia
Port Adelaide,Participation rate (%),60-64 years,84.0,South Australia
Port Adelaide,Total participants,65-69 years,6211.0,South Australia
Port Adelaide,Eligible participants,65-69 years,7250.0,South Australia
Port Adelaide,Participation rate (%),65-69 years,85.7,South Australia
Port Adelaide,Total participants,70-74 years,4743.0,South Australia
Port Adelaide,Eligible participants,70-74 years,5424.0,South Australia
Port Adelaide,Participation rate (%),70-74 years,87.4,South Australia
Port Adelaide,Total participants,75-79 years,3397.0,South Australia
Port Adelaide,Eligible participants,75-79 years,3923.0,South Australia
Port Adelaide,Participation rate (%),75-79 years,86.6,South Australia
Port Adelaide,Total participants,80-84 years,2550.0,South Australia
Port Adelaide,Eligible participants,80-84 years,3055.0,South Australia
Port Adelaide,Participation rate (%),80-84 years,83.5,South Australia
Port Adelaide,Total participants,85 years and over,2395.0,South Australia
Port Adelaide,Eligible participants,85 years and over,3115.0,South Australia
Port Adelaide,Participation rate (%),85 years and over,76.9,South Australia
Port Adelaide,Total participants,Age or gender ndf,857.0,South Australia
Port Adelaide,Eligible participants,Age or gender ndf,1057.0,South Australia
Port Adelaide,Participation rate (%),Age or gender ndf,81.1,South Australia
Port Adelaide,Total participants,Total Persons,87794.0,South Australia
Port Adelaide,Eligible participants,Total Persons,115047.0,South Australia
Port Adelaide,Participation rate (%),Total Persons,76.3,South Australia
Sturt,Total participants,18-19 years,2150.0,South Australia
Sturt,Eligible participants,18-19 years,2659.0,South Australia
Sturt,Participation rate (%),18-19 years,80.9,South Australia
Sturt,Total participants,20-24 years,5910.0,South Australia
Sturt,Eligible participants,20-24 years,7596.0,South Australia
Sturt,Participation rate (%),20-24 years,77.8,South Australia
Sturt,Total participants,25-29 years,5359.0,South Australia
Sturt,Eligible participants,25-29 years,7202.0,South Australia
Sturt,Participation rate (%),25-29 years,74.4,South Australia
Sturt,Total participants,30-34 years,5368.0,South Australia
Sturt,Eligible participants,30-34 years,7330.0,South Australia
Sturt,Participation rate (%),30-34 years,73.2,South Australia
Sturt,Total participants,35-39 years,5579.0,South Australia
Sturt,Eligible participants,35-39 years,7546.0,South Australia
Sturt,Participation rate (%),35-39 years,73.9,South Australia
Sturt,Total participants,40-44 years,6139.0,South Australia
Sturt,Eligible participants,40-44 years,8058.0,South Australia
Sturt,Participation rate (%),40-44 years,76.2,South Australia
Sturt,Total participants,45-49 years,7303.0,South Australia
Sturt,Eligible participants,45-49 years,9279.0,South Australia
Sturt,Participation rate (%),45-49 years,78.7,South Australia
Sturt,Total participants,50-54 years,7060.0,South Australia
Sturt,Eligible participants,50-54 years,8728.0,South Australia
Sturt,Participation rate (%),50-54 years,80.9,South Australia
Sturt,Total participants,55-59 years,7225.0,South Australia
Sturt,Eligible participants,55-59 years,8532.0,South Australia
Sturt,Participation rate (%),55-59 years,84.7,South Australia
Sturt,Total participants,60-64 years,6725.0,South Australia
Sturt,Eligible participants,60-64 years,7684.0,South Australia
Sturt,Participation rate (%),60-64 years,87.5,South Australia
Sturt,Total participants,65-69 years,6624.0,South Australia
Sturt,Eligible participants,65-69 years,7381.0,South Australia
Sturt,Participation rate (%),65-69 years,89.7,South Australia
Sturt,Total participants,70-74 years,6339.0,South Australia
Sturt,Eligible participants,70-74 years,6972.0,South Australia
Sturt,Participation rate (%),70-74 years,90.9,South Australia
Sturt,Total participants,75-79 years,4834.0,South Australia
Sturt,Eligible participants,75-79 years,5372.0,South Australia
Sturt,Participation rate (%),75-79 years,90.0,South Australia
Sturt,Total participants,80-84 years,3547.0,South Australia
Sturt,Eligible participants,80-84 years,4062.0,South Australia
Sturt,Participation rate (%),80-84 years,87.3,South Australia
Sturt,Total participants,85 years and over,3922.0,South Australia
Sturt,Eligible participants,85 years and over,4889.0,South Australia
Sturt,Participation rate (%),85 years and over,80.2,South Australia
Sturt,Total participants,Age or gender ndf,1131.0,South Australia
Sturt,Eligible participants,Age or gender ndf,1335.0,South Australia
Sturt,Participation rate (%),Age or gender ndf,84.7,South Australia
Sturt,Total participants,Total Persons,85215.0,South Australia
Sturt,Eligible participants,Total Persons,104625.0,South Australia
Sturt,Participation rate (%),Total Persons,81.4,South Australia
Wakefield,Total participants,18-19 years,2226.0,South Australia
Wakefield,Eligible participants,18-19 years,2933.0,South Australia
Wakefield,Participation rate (%),18-19 years,75.9,South Australia
Wakefield,Total participants,20-24 years,6650.0,South Australia
